summary_group,item_name,hf_name,hf_type,fy,num,den,avg_score,section,index
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",gatunda DH,"Hospital (DH,PH,RH)",2023-2024,4.0,5.0,80.0,treatment,3398
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",gikondo cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3399
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",gitare cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3400
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",gituza cs,Health Center,2023-2024,0.0,5.0,0.0,treatment,3401
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",gwinkwavu DH,Health Center,2023-2024,5.0,5.0,100.0,treatment,3402
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",gwinkwavu cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3403
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",humure cs,Health Center,2023-2024,9.0,10.0,90.0,treatment,3404
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",janja cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3405
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",jarama cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3406
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",juru cs,Health Center,2023-2024,4.0,5.0,80.0,treatment,3407
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kabarondo cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3408
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kabusunzu cs,Health Center,2023-2024,4.0,5.0,80.0,treatment,3409
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kabuye cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3410
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kageyo cs,Health Center,2023-2024,0.0,10.0,0.0,treatment,3411
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kanombe RH,"Hospital (DH,PH,RH)",2023-2024,5.0,5.0,100.0,treatment,3412
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",karama cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3413
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kibagabaga DH,"Hospital (DH,PH,RH)",2023-2024,4.0,5.0,80.0,treatment,3414
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kibungo RH,"Hospital (DH,PH,RH)",2023-2024,5.0,5.0,100.0,treatment,3415
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kicukiro cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3416
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kigarama cs,Health Center,2023-2024,4.0,5.0,80.0,treatment,3417
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kimonyi cs,Health Center,2023-2024,2.0,5.0,40.0,treatment,3418
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kinigi cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3419
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kirehe DH,"Hospital (DH,PH,RH)",2023-2024,5.0,5.0,100.0,treatment,3420
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kirehe cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3421
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",kiziguro DH,"Hospital (DH,PH,RH)",2023-2024,5.0,5.0,100.0,treatment,3422
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",la medical kanimba cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3423
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",mahama refuge cs,Health Center,2023-2024,4.0,5.0,80.0,treatment,3424
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",masaka DH,"Hospital (DH,PH,RH)",2023-2024,5.0,5.0,100.0,treatment,3425
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",masoro cs,Health Center,2023-2024,4.0,5.0,80.0,treatment,3426
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",mataha cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3427
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",miyove cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3428
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",muhima DH,"Hospital (DH,PH,RH)",2023-2024,5.0,5.0,100.0,treatment,3429
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",muhima cs,Health Center,2023-2024,5.0,5.0,100.0,treatment,3430
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",muhondo cs,Health Center,2023-2024,1.0,5.0,20.0,treatment,3431
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",muhoza cs,Health Center,2023-2024,3.0,5.0,60.0,treatment,3432
"Are TB patients early initiated on TB treatment and on ART (if indicated), and their bacteriological control performed according to guidelines?[Questions 16, 17, 18 and 19]","Sur les 5 derniers cas TB sous anti-TB, combien ont initié le traitement TB au plus tard le lendemain du diagnostic TB ?",mukarange cs,Health Center,2023-2024,0.0,5.0,0.0,treatment,3433
